"Integral length scale","Temperature (K)","Pressure (Pa)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Turbulent Viscosity (Pa-s)","Turbulent Kinetic Energy (J/kg)","Turbulent Dissipation Rate (m^2/s^3)","X (m)","Y (m)","Z (m)"
0.0032016442667047191,528.95939582568292,54304.730996215309,-0.0033502135234715889,0.010756602857277109,0.035432374562953069,0.28663087681089994,0.00010096473210215236,3.2170508428662106e-05,-0.044999999999999998,0,0.13600000000000001
0.0033461125598380236,528.99170324685247,54304.810544216314,0.0069280217186796752,0.01497792839832375,0.036739079599196166,0.25517300786823699,0.00010368618144696642,3.4072263552334872e-05,-0.029999999999999999,0,0.13600000000000001
0.45830432264294657,524.51179747449851,54305.596637998911,-0.0026163462067032915,0.021964422662880172,0.16129489050954565,1.0381654793773936,0.0068717668168624766,0.037991650418816768,-0.014999999999999986,0,0.13600000000000001
0.62662989544907977,510.8838799870677,54327.195060094491,-0.00577342092187244,0.0059365865174900861,0.61393947204378641,0.26533051252902329,0.0038812468146827927,0.039038825301196116,0,0,0.13600000000000001
0.39346372325897089,524.82948123643143,54307.692571744294,-0.00238742175254879,-0.0034861105145572997,0.1554358587076865,0.83127563600470455,0.00559019499849874,0.02941834087675102,0.015000000000000013,0,0.13600000000000001
0.0035457990640456126,529.39316080599644,54306.545198033797,-0.0064512388667481279,-0.0030417058245437584,0.040195188380151084,0.27180307758411792,9.6517005845700251e-05,3.4835018171271956e-05,0.029999999999999999,0,0.13600000000000001
0.0035482977816195162,529.33847445685251,54305.258781423552,0.0026828216852096075,-0.0026008817751741993,0.037399989975627143,0.29962225868144143,0.00010326637723764935,3.6057825318316398e-05,0.045000000000000012,0,0.13600000000000001
0.0035094250609110722,529.15795326485068,54241.845871482496,0.011877742843740529,-0.012528859451854125,0.035732105430690553,0.34377583627161967,0.00011836687176976021,3.8181330500031672e-05,0.059999999999999998,0,0.13600000000000001
0.0032620442634144205,529.04823526844484,54239.163533482519,0.020309209577489759,-0.016584248601785576,0.029510929852774936,0.42291092634931066,0.00011622892651162966,3.5167942699169876e-05,0.074999999999999983,0,0.13600000000000001
0.0031413458853090095,528.98472720037205,54236.925502489976,0.02485991297120899,-0.016923055883264464,0.020504232231766541,0.38747402030051636,0.00011083624018870586,3.3071709966998307e-05,0.089999999999999997,0,0.13600000000000001
0.0030157229744662045,528.9363680624574,54235.908845233804,0.02543405870490326,-0.01559343825084533,0.0075085153788465274,0.33222106409017382,0.00010768445033969844,3.1294494613529898e-05,0.10500000000000001,0,0.13600000000000001
0.0031589637432212479,528.89134364487143,54237.159879266139,0.020442039673874125,-0.013024472159273147,-0.0082784676030062329,0.33709682016110315,0.00011523998150318653,3.3911439956837727e-05,0.12000000000000002,0,0.13600000000000001
0.0081458845039011438,528.51042240323125,54240.123814307211,0.012502265255342487,-0.0087462876384997636,-0.026814978034510467,0.19386562691924814,0.00014884887900479477,9.938275513894369e-05,0.13499999999999998,0,0.13600000000000001
0.0091488425512669079,528.67880655645308,55225.484914013185,-0.0084946415947332564,0.013180625709937898,-0.043642897980389651,0.1416522602541096,0.00014521753490655495,0.00011024926014659793,-0.13500000000000001,0,0.1275
0.0027051332780857382,529.22415663847357,55221.920518958788,-0.020201779852742553,0.014715999132554083,-0.014122954702928559,0.217882109747353,9.1586212208240563e-05,2.5888310930291209e-05,-0.12,0,0.1275
0.0027674522186024201,529.19189688499705,55220.181196703321,-0.025519176726381522,0.015663172068997717,0.0087141080431842668,0.26311740688063073,8.2968014086360153e-05,2.5207831014865331e-05,-0.105,0,0.1275
0.0029202613263149962,529.22979280521895,55221.268018732815,-0.024952550029079062,0.01516005273179028,0.026350598110221893,0.25210032588528414,7.6748555082579135e-05,2.5583315163854848e-05,-0.089999999999999997,0,0.1275
0.0032020849107929515,529.2673339782425,55224.073041768039,-0.019907689478522957,0.013333484620429078,0.037440122819187634,0.23847077268738492,7.9035860883962564e-05,2.8467212164402841e-05,-0.074999999999999997,0,0.1275
0.0034451494386346991,529.23375988072758,55227.64589232899,-0.010663854375419037,0.011201452172370441,0.043252777302949831,0.26407766980317948,9.1920136257899062e-05,3.3030366650952994e-05,-0.059999999999999998,0,0.1275
0.0032736412931989741,528.93740706179369,55167.929502915031,-0.0010469631456125823,0.0087715433137706047,0.04143432484834951,0.26828517123218487,9.5493427163945223e-05,3.1990264447760216e-05,-0.044999999999999998,0,0.1275
0.0032484187953313042,528.94123207369103,55168.24244266811,0.0088325405941836414,0.01294043138360319,0.042413757753422668,0.25813262952399524,9.800222773018779e-05,3.2158070917825438e-05,-0.029999999999999999,0,0.1275
0.44787993495587541,524.95274005579995,55167.574343727458,0.0019770219777566649,0.021616755725860779,0.15050607303639135,0.90893650413015592,0.0062339959832560729,0.035362655119883193,-0.014999999999999986,0,0.1275
0.29401668572862394,509.63610775413031,55181.722342747256,-0.0034753479444352346,0.0062103872810320001,0.64831405149843879,0.073566450470512607,0.00090417182890038632,0.0088409200580504138,0,0,0.1275
0.37361594027414979,525.15951155204505,55169.666271139744,-0.0067547144783735276,-0.0070133731947451018,0.14005222376588924,0.7673164525916385,0.0050550778488681518,0.026563746137654748,0.015000000000000013,0,0.1275
0.0035027664928119471,529.40769681499114,55169.481631786213,-0.0074951165633554469,-0.0018513421368406371,0.045594106882250435,0.27523746853017172,9.0728042282445167e-05,3.336429531225184e-05,0.029999999999999999,0,0.1275
0.0036866888992608065,529.32603756123615,55168.093069549534,0.0011116440597886542,-0.0043701508550883852,0.04359234870373465,0.25441808339675398,0.00010059652390056849,3.6976685397739018e-05,0.045000000000000012,0,0.1275
0.0034745135830178018,529.14472272948649,55227.863334013149,0.0090438194367705883,-0.016165123527432216,0.042557462908839022,0.32652630968722718,0.00010766150832314588,3.6051575092289902e-05,0.059999999999999998,0,0.1275
0.003339095460827357,529.04722519367738,55225.238506839472,0.016622708253307569,-0.019194348368364245,0.035549194568711258,0.34407940995545067,0.00010385227563442896,3.402803288734984e-05,0.074999999999999983,0,0.1275
0.0033017534703427701,528.97560785069118,55223.010082697176,0.020293881271025042,-0.018390608365709105,0.024622775553961994,0.31152079925879339,0.00010633317782333703,3.4047014804842669e-05,0.089999999999999997,0,0.1275
0.0032121800170324842,528.91355783476524,55222.041227197253,0.02001541154357216,-0.016067316762116771,0.0082811462352943895,0.33820430274609842,0.00011240095159013744,3.40553125152526e-05,0.10500000000000001,0,0.1275
0.0030864703818998256,528.88651920811935,55223.185027768028,0.015188453609884904,-0.013820775758778612,-0.011632186287421941,0.31275540197530399,0.00012247704806574869,3.4157766785159373e-05,0.12000000000000002,0,0.1275
0.0061469388148509673,528.64986042908436,55225.335156528497,0.0077350686382560725,-0.0098109232457775832,-0.032166300671277605,0.2181037658796621,0.00015439309608909386,7.6378799582310809e-05,0.13499999999999998,0,0.1275
0.0085298597204718409,528.776536404848,55963.829998424873,-0.0065090202527390449,0.013258514078563726,-0.048160218900387582,0.1575157325742203,0.00015523016814988024,0.00010627471596199992,-0.13500000000000001,0,0.11900000000000001
0.0029410404918382431,529.17638924876837,55960.809309595417,-0.016565317231768691,0.014813781790923068,-0.016458942822569881,0.21929151955880449,0.0001032301273103285,2.9881626655787409e-05,-0.12,0,0.11900000000000001
0.0030049794232275,529.13628706969916,55959.307305830254,-0.021035381063834933,0.01611181685849929,0.0093311776954397609,0.25765662933012268,9.5692916121296531e-05,2.9395536922125181e-05,-0.105,0,0.11900000000000001
0.0030409186162680848,529.18508060940587,55960.534164920733,-0.020896032271160606,0.015626243160329106,0.02905914126855107,0.25256448762150857,8.1611293564786915e-05,2.7471345322081051e-05,-0.089999999999999997,0,0.11900000000000001
0.0032824221201133534,529.23507066543527,55963.527140479724,-0.016571956785769774,0.013234048954311302,0.041301983793898107,0.23023970893319187,7.8778213510161682e-05,2.913382415563128e-05,-0.074999999999999997,0,0.11900000000000001
0.0035545189410441298,529.21925642263864,55967.373355918055,-0.0079967632949052882,0.010494444846935144,0.04752436822226639,0.25429393311468268,8.9641694233384787e-05,3.3653935719412603e-05,-0.059999999999999998,0,0.11900000000000001
0.00337321190202121,528.92862429605952,55907.900358571911,0.0010054370383832552,0.007421016918607898,0.04582995056693398,0.26446102587490955,9.3560644652727242e-05,3.2627982956982022e-05,-0.044999999999999998,0,0.11900000000000001
0.0032730990461898798,528.91110336182999,55908.491892490289,0.01025096935675651,0.01153254831912018,0.046472048741149845,0.26517294481604853,9.5796569898909614e-05,3.2035693287294951e-05,-0.029999999999999999,0,0.11900000000000001
0.43450758259782357,525.28896747759234,55907.747416349237,0.0045527341165063229,0.021417331907430628,0.1406849184715161,0.80152405918633007,0.0056341631090563119,0.032614600829808015,-0.014999999999999986,0,0.11900000000000001
0.12450854553682122,509.05900595649109,55919.734382974813,-0.0029759573069371471,0.0057810838808571782,0.65710294286920756,0.023385053828293013,0.00018250741379491337,0.00168205199097257,0,0,0.11900000000000001
0.36043797367138908,525.37449923688609,55909.732203374013,-0.0081798652699995276,-0.0071468498967463719,0.13151365848692154,0.7243668691682924,0.0046418859203967017,0.024557139142086577,0.015000000000000013,0,0.11900000000000001
