UB,LB,X,Y,Z
-3.8695807618673674,5.0005768244772275,-0.1499999999999999,0.0,0.0
-3.7570818805141437,5.998190807602266,-0.1499999999999999,0.0,0.0085
-171.1686503295327,172.89360440561242,-0.1499999999999999,0.0,0.0169999999999999
-168.8607846185667,170.73226126506466,-0.1499999999999999,0.0,0.0254999999999999
-150.45780782748267,153.2371969045647,-0.1499999999999999,0.0,0.034
-225.08176336979517,227.78318204916405,-0.1499999999999999,0.0,0.0425
-136.05614033061593,141.0081480682613,-0.1499999999999999,0.0,0.051
-186.54717599211645,191.49918372976182,-0.1499999999999999,0.0,0.0594999999999999
-25.85735486591511,35.953630171993574,-0.1499999999999999,0.0,0.068
-41.052805896087605,51.56626860942963,-0.1499999999999999,0.0,0.0764999999999999
-46.230891300503515,57.26939513049062,-0.1499999999999999,0.0,0.085
-46.68970288789197,58.15476441822614,-0.1499999999999999,0.0,0.0935
-39.59224540080278,51.61267019039366,-0.1499999999999999,0.0,0.102
-26.059588955052664,39.04199422685387,-0.1499999999999999,0.0,0.1105
-45.16871275718438,58.15111802898558,-0.1499999999999999,0.0,0.119
-64.4979883975646,78.8139617783745,-0.1499999999999999,0.0,0.1275
-111.00274135581796,127.01342323745544,-0.1499999999999999,0.0,0.136
-133.94483017010813,151.74471550873173,-0.1499999999999999,0.0,0.1445
-83.938995577816,103.09856086739737,-0.1499999999999999,0.0,0.153
-123.78484831231418,138.519967368123,-0.1499999999999999,0.0,0.1615
-1.993372150622366,16.728491206431187,-0.1499999999999999,0.0,0.17
-26.749689198254366,28.06488688650866,-0.135,0.0,0.0
0.0009786337367917973,0.005796746018626202,-0.135,0.0,0.0085
-0.0012229491978635525,0.006772769711375026,-0.135,0.0,0.0169999999999999
-0.0011204643706638762,0.008284580420393737,-0.135,0.0,0.0254999999999999
0.0037523928822751854,0.009064932158407951,-0.135,0.0,0.034
0.006554964580346592,0.010489693919865208,-0.135,0.0,0.0425
0.007023106256779999,0.01134732055653815,-0.135,0.0,0.051
0.006718343172209228,0.011652083641112653,-0.135,0.0,0.0594999999999999
0.00789265994394303,0.012055014833412646,-0.135,0.0,0.068
0.008923905715545001,0.012279873473195594,-0.135,0.0,0.0764999999999999
0.009342416964683735,0.012424939755686846,-0.135,0.0,0.085
0.008982913595830914,0.01290483590053684,-0.135,0.0,0.0935
0.009237249415585715,0.013018268265798345,-0.135,0.0,0.102
0.009671720187224222,0.01419431440510738,-0.135,0.0,0.1105
0.008584256688474517,0.015281777903857085,-0.135,0.0,0.119
0.010475039472503047,0.01729268171564715,-0.135,0.0,0.1275
0.013685603466710215,0.02195226160300976,-0.135,0.0,0.136
0.01993629119470549,0.02717744587955042,-0.135,0.0,0.1445
0.020677921479279757,0.03456054098367626,-0.135,0.0,0.153
0.010280918439739498,0.034454288977201264,-0.135,0.0,0.1615
0.019767553733931686,0.024967653683014117,-0.135,0.0,0.17
-83.30718484494831,85.54169769482526,-0.12,0.0,0.0
0.0010783822790313832,0.005700125641618617,-0.12,0.0,0.0085
0.00018402784199475497,0.006122575179599645,-0.12,0.0,0.0169999999999999
0.0008517557502368731,0.007119989849842526,-0.12,0.0,0.0254999999999999
0.004698097771593392,0.007686299733615209,-0.12,0.0,0.034
0.006487133723279104,0.008552530297355495,-0.12,0.0,0.0425
0.007189740492091287,0.009136879256585913,-0.12,0.0,0.051
0.006994582754185564,0.009332036994491637,-0.12,0.0,0.0594999999999999
0.00814684248603935,0.009643350628422651,-0.12,0.0,0.068
0.009154475610614481,0.00972818543472372,-0.12,0.0,0.0764999999999999
0.00943719826011294,0.00969963295712986,-0.12,0.0,0.085
