UB,LB,X,Y,Z
-1.1764435591226956,3.492964007115418,-0.1499999999999999,0.0,0.0
-2.5980888381173886,6.5619497423374495,-0.1499999999999999,0.0,0.0085
-146.19889948934997,153.82852124588044,-0.1499999999999999,0.0,0.0169999999999999
-127.46180404918064,136.2299242394271,-0.1499999999999999,0.0,0.0254999999999999
-104.4365109401902,113.90481646803747,-0.1499999999999999,0.0,0.034
-161.9818299232506,172.30466792134956,-0.1499999999999999,0.0,0.0425
-89.56511940451848,100.4898784529304,-0.1499999999999999,0.0,0.051
-128.24405449500543,139.7191885370677,-0.1499999999999999,0.0,0.0594999999999999
-15.786874433672793,27.904427169676573,-0.1499999999999999,0.0,0.068
-29.093950844019552,41.636670498559205,-0.1499999999999999,0.0,0.0764999999999999
-33.701896487057326,46.75695780576628,-0.1499999999999999,0.0,0.085
-34.46107733418928,47.8869929313182,-0.1499999999999999,0.0,0.0935
-28.96316464013327,42.767074587663515,-0.1499999999999999,0.0,0.102
-19.358402556238936,33.63914553018014,-0.1499999999999999,0.0,0.1105
-34.7492040942284,49.44922814561863,-0.1499999999999999,0.0,0.119
-54.795809741422936,70.52082796815452,-0.1499999999999999,0.0,0.1275
-85.79839286403964,105.05972621821294,-0.1499999999999999,0.0,0.136
-93.52312823731472,116.24131691679497,-0.1499999999999999,0.0,0.1445
-51.813215609572445,76.74234679635613,-0.1499999999999999,0.0,0.153
-97.52430798836848,119.53555661851765,-0.1499999999999999,0.0,0.1615
-1.689550179592925,16.321966244855986,-0.1499999999999999,0.0,0.17
-22.006012671449145,27.128420347808056,-0.135,0.0,0.0
0.005718235288272947,0.008274480460938254,-0.135,0.0,0.0085
0.006558882418446801,0.006726461123893309,-0.135,0.0,0.0169999999999999
0.006469249714166363,0.00823827183344441,-0.135,0.0,0.0254999999999999
0.006928861943024589,0.009018623571989548,-0.135,0.0,0.034
0.006617923620901208,0.010443385331266795,-0.135,0.0,0.0425
0.007030392304008514,0.011301011968174728,-0.135,0.0,0.051
0.00755015347006757,0.011605775054220375,-0.135,0.0,0.0594999999999999
0.008116638346955347,0.012008706245419462,-0.135,0.0,0.068
0.008560687871331744,0.012233564885103146,-0.135,0.0,0.0764999999999999
0.009086842929269206,0.012378631166865465,-0.135,0.0,0.085
0.009663908631445188,0.012858527311961685,-0.135,0.0,0.0935
0.010683684603766702,0.01299221968447611,-0.135,0.0,0.102
0.012111220655451872,0.014148005817505728,-0.135,0.0,0.1105
0.014180963830740998,0.015235469316509001,-0.135,0.0,0.119
0.016777676083087063,0.017246373128743137,-0.135,0.0,0.1275
0.0218610445845215,0.022920458740620004,-0.135,0.0,0.136
0.02704716333633194,0.029519142132642978,-0.135,0.0,0.1445
0.0343017815582382,0.03826731030281293,-0.135,0.0,0.153
0.03408859579628871,0.040989172248456114,-0.135,0.0,0.1615
0.019770448030920415,0.030668057653183783,-0.135,0.0,0.17
-89.31081007669779,97.24631361972767,-0.12,0.0,0.0
0.005622717870444981,0.00797220203438682,-0.12,0.0,0.0085
0.006042738139024815,0.006234626556955985,-0.12,0.0,0.0169999999999999
0.005834710291530054,0.007073681262388145,-0.12,0.0,0.0254999999999999
0.006211783868432698,0.007639991145274901,-0.12,0.0,0.034
0.00626263415520102,0.00850622170891758,-0.12,0.0,0.0425
0.006798683582504861,0.009090570667992941,-0.12,0.0,0.051
0.0073565729004846266,0.009285728406096573,-0.12,0.0,0.0594999999999999
0.007924584342607049,0.009597042039887753,-0.12,0.0,0.068
0.008415903562828597,0.009681876846012004,-0.12,0.0,0.0764999999999999
0.008966672060074487,0.009653324368664314,-0.12,0.0,0.085
0.009324931660229881,0.01002070467200992,-0.12,0.0,0.0935
0.009340970033617915,0.010725166448941083,-0.12,0.0,0.102
0.009267697909979618,0.012228943551918583,-0.12,0.0,0.1105
0.009567667371601677,0.013415217696347922,-0.12,0.0,0.119
0.010412188764810482,0.01449754083383072,-0.12,0.0,0.1275
0.013909735696966727,0.017791461121217073,-0.12,0.0,0.136
0.02287881378226435,0.025594077087654654,-0.12,0.0,0.1445
0.04070711990448005,0.05003717752658573,-0.12,0.0,0.153
0.055360800682891995,0.06942298215547861,-0.12,0.0,0.1615
0.040715359694120885,0.05849193687156532,-0.12,0.0,0.17
-795.6391363924682,800.8211052562702,-0.1060660171779821,-0.1060660171779821,0.0
-119.04524333857398,126.49793567025634,-0.1060660171779821,-0.1060660171779821,0.008095238095238
-38.54553129316864,47.06923669751558,-0.1060660171779821,-0.1060660171779821,0.0161904761904762
-61.08824096905466,70.34922342052535,-0.1060660171779821,-0.1060660171779821,0.0242857142857142
3.6813710534555817,6.262802311120467,-0.1060660171779821,-0.1060660171779821,0.0323809523809523
1.4310244340169693,9.391727966547588,-0.1060660171779821,-0.1060660171779821,0.0404761904761904
